nombre,cue,distrito,sector,nivel,modalidad
CENTRO DE EDUCACION FÍSICA Nº53,616308,Cañuelas,Estatal,Educación Física (C.E.F.),Educación Física
"INSTITUTO SUPERIOR DE F. D. Nº107 ""JOSÉ MANUEL ESTRADA""",613772,Cañuelas,Estatal,Nivel Superior (**),Educación Común
CENTRO DE ADULTOS Nº702/01,604802,Carlos Casares,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704/01,604802,Carlos Casares,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""CECILIA BORJA""",604802,Carlos Casares,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""DR. RICARDO GUTIERREZ""",602241,Carlos Casares,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""DR. RICARDO GUTIERREZ""",602241,Carlos Casares,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""DR. RICARDO GUTIERREZ""",602241,Carlos Casares,Estatal,Nivel Inicial,Modalidad Especial
ANEXO ESCUELA ESPECIAL Nº501,602241,Carlos Casares,Estatal,Nivel Inicial,Modalidad Especial
ANEXO ESCUELA ESPECIAL Nº501,602241,Carlos Casares,Estatal,Formación Integral,Modalidad Especial
ANEXO ESCUELA ESPECIAL Nº501,602241,Carlos Casares,Estatal,Nivel Primario,Modalidad Especial
"C.E.A.T. Nº1 ""FLORENCIO ESCARDO""",615031,Carlos Casares,Estatal,Nivel Inicial,Modalidad Especial
CENTRO DE EDUCACION FÍSICA Nº11,616309,Carlos Casares,Estatal,Educación Física (C.E.F.),Educación Física
"I.S.F.D. Y T. Nº80 ""PAULO FREIRE""",602339,Carlos Casares,Estatal,Nivel Superior (**),Educación Común
"CENTRO DE ADULTOS Nº701 ""RICARDO GÜIRALDES""",613516,Carlos Tejedor,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"CENTRO DE ADULTOS Nº702 ""JOSÉ MANUEL ESTRADA""",601189,Carlos Tejedor,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704,606315,Carlos Tejedor,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA ESPECIAL Nº501,606300,Carlos Tejedor,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA ESPECIAL Nº501,606300,Carlos Tejedor,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº501,606300,Carlos Tejedor,Estatal,Nivel Primario,Modalidad Especial
C.E.A.T. Nº1,615033,Carlos Tejedor,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA DE EDUCACIÓN PRIMARIA DE ADULTOS Nº701,606895,Carmen de Areco,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"CENTRO DE EDUCACIÓN DE ADULTOS Nº702/01 ""DOMINGO FAUSTINO SARMIENTO""",606895,Carmen de Areco,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""IGNACIO CANAL""",606308,Carmen de Areco,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""IGNACIO CANAL""",606308,Carmen de Areco,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""IGNACIO CANAL""",606308,Carmen de Areco,Estatal,Nivel Primario,Modalidad Especial
CENTRO DE EDUCACION FÍSICA Nº10,616311,Carmen de Areco,Estatal,Educación Física (C.E.F.),Educación Física
INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº139 MARIANO MORENO,600562,Carmen de Areco,Estatal,Nivel Superior (**),Educación Común
"JARDÍN DE INFANTES Nº901 ""BERNARDINO RIVADAVIA""",601142,Carmen de Areco,Estatal,Nivel Inicial,Educación Común
CENTRO DE EDUCACIÓN DE ADULTOS Nº703/01,606895,Carmen de Areco,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
INSTITUTO DE FORMACIÓN DOCENTE Y TÉCNICA Nº139 - ANEXO I,600562,San Antonio de Areco,Estatal,Nivel Superior (**),Educación Común
"ESCUELA DE ADULTOS Nº701 ""FRAY LUIS BELTRAN""",600766,Daireaux,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""5 DE JULIO DE 1910""",612540,Daireaux,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""5 DE JULIO DE 1910""",612540,Daireaux,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""5 DE JULIO DE 1910""",612540,Daireaux,Estatal,Nivel Primario,Modalidad Especial
C.E.A.T. Nº1,615035,Daireaux,Estatal,Nivel Inicial,Modalidad Especial
"CENTRO DE EDUCACION FÍSICA Nº23 ""8 DE OCTUBRE""",616313,Daireaux,Estatal,Educación Física (C.E.F.),Educación Física
"JARDÍN DE INFANTES Nº901 ""TAMBOR DE TACUARÍ""",600767,Daireaux,Estatal,Nivel Inicial,Educación Común
"ESCUELA DE ADULTOS Nº701 ""JOSÉ HERNANDEZ""",605420,Castelli,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""OSVALDO M. ZARINI""",611621,Castelli,Estatal,Formación Profesional,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""OSVALDO M. ZARINI""",611621,Castelli,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""OSVALDO M. ZARINI""",611621,Castelli,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""OSVALDO M. ZARINI""",611621,Castelli,Estatal,Nivel Primario,Modalidad Especial
"JARDÍN DE INFANTES Nº901 ""TAMBOR DE TACUARI""",611855,Castelli,Estatal,Nivel Inicial,Educación Común
"JARDÍN DE INFANTES Nº902 ""ROSARIO VERA PEÑALOZA""",611618,Castelli,Estatal,Nivel Inicial,Educación Común
"JARDÍN DE INFANTES Nº903 ""MERCEDITAS""",611619,Castelli,Estatal,Nivel Inicial,Educación Común
CENTRO DE ADULTOS Nº704/01,606543,Colón,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº706/01,606543,Colón,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""CESAR BARISONE""",606543,Colón,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA ESPECIAL Nº501,600852,Colón,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº501,600852,Colón,Estatal,Nivel Primario,Modalidad Especial
ESCUELA ESPECIAL Nº501,600852,Colón,Estatal,Nivel Inicial,Modalidad Especial
"CENTRO DE EDUCACION FÍSICA Nº82 ""29 DE NOVIEMBRE""",616314,Colón,Estatal,Educación Física (C.E.F.),Educación Física
INSTITUTO SUPERIOR DE FORMACION DOCENTE Y TÉCNICA Nº124,609561,Colón,Estatal,Nivel Superior (**),Educación Común
"JARDÍN DE INFANTES Nº901 ""JUANA MANSO""",601797,Colón,Estatal,Nivel Inicial,Educación Común
CENTRO DE ADULTOS Nº703,601730,Coronel Dorrego,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA PRIMARIA DE ADULTOS Nº701,609749,Coronel Dorrego,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""ALVARO RICARDO FUERTES""",603701,Coronel Dorrego,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""ALVARO RICARDO FUERTES""",603701,Coronel Dorrego,Estatal,Formación Profesional,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""ALVARO RICARDO FUERTES""",603701,Coronel Dorrego,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""ALVARO RICARDO FUERTES""",603701,Coronel Dorrego,Estatal,Nivel Primario,Modalidad Especial
ESCUELA ESPECIAL Nº502,603702,Coronel Dorrego,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA ESPECIAL Nº502,603702,Coronel Dorrego,Estatal,Nivel Primario,Modalidad Especial
ESCUELA ESPECIAL Nº502,603702,Coronel Dorrego,Estatal,Formación Integral,Modalidad Especial
"CENTRO DE EDUCACION FÍSICA Nº64 ""ORIENTE""",616316,Coronel Dorrego,Estatal,Educación Física (C.E.F.),Educación Física
EXTENSION AL CENTRO DE EDUCACION FISICA Nº64,616316,Tres Arroyos,Estatal,Educación Física (C.E.F.),Educación Física
CENTRO DE ADULTOS Nº702,600624,Coronel Pringles,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""GRANADEROS DE SAN MARTIN""",611196,Coronel Pringles,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""GRANADEROS DE SAN MARTIN""",611196,Coronel Pringles,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""GRANADEROS DE SAN MARTIN""",611196,Coronel Pringles,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""GRANADEROS DE SAN MARTIN""",611196,Coronel Pringles,Estatal,"Residencia Laboral,Pasantias, Artística",Modalidad Especial
ESCUELA ESPECIAL Nº502,604738,Coronel Pringles,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº502,604738,Coronel Pringles,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA ESPECIAL Nº502,604738,Coronel Pringles,Estatal,Nivel Primario,Modalidad Especial
CENTRO DE EDUCACION FÍSICA Nº25,616318,Coronel Pringles,Estatal,Educación Física (C.E.F.),Educación Física
INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº158,607024,Coronel Pringles,Estatal,Nivel Superior (**),Educación Común
CENTRO DE ADULTOS Nº702,603433,Chacabuco,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703,608058,Chacabuco,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº705,608058,Chacabuco,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"CENTRO DE ADULTOS Nº706 ""BARTOLOMÉ MITRE""",608058,Chacabuco,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""BARTOLOMÉ MITRE""",608058,Chacabuco,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""MARIA ROSA CANALE""",604413,Chacabuco,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""MARIA ROSA CANALE""",604413,Chacabuco,Estatal,"Residencia Laboral,Pasantias, Artística",Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""MARIA ROSA CANALE""",604413,Chacabuco,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""MARIA ROSA CANALE""",604413,Chacabuco,Estatal,Formación Integral,Modalidad Especial
"C.E.A.T. Nº1 ""MARIA ELENA WALSH""",615039,Chacabuco,Estatal,Nivel Inicial,Modalidad Especial
CENTRO DE EDUCACION FÍSICA Nº20,616320,Chacabuco,Estatal,Educación Física (C.E.F.),Educación Física
ESCUELA DE CERAMICA,605993,Chascomús,Estatal,Ciclo de Iniciación,Modalidad Artística
ESCUELA DE CERAMICA,605993,Chascomús,Estatal,Nivel Superior (**),Modalidad Artística
CONSERVATORIO DE MUSICA,605699,Chascomús,Estatal,Nivel Superior (**),Modalidad Artística
CONSERVATORIO DE MUSICA,605699,Chascomús,Estatal,Ciclo de Iniciación,Modalidad Artística
CONSERVATORIO DE MUSICA,605699,Chascomús,Estatal,Ciclo Medio,Modalidad Artística
CENTRO DE ADULTOS Nº703/02,606035,Chascomús,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº705/02,606035,Chascomús,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº706/02,606035,Chascomús,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº702 ""SOLDADO ARGENTINO""",606035,Chascomús,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""JUAN BAUTISTA ALBERDI""",605706,Chascomús,Estatal,Formación Profesional,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""JUAN BAUTISTA ALBERDI""",605706,Chascomús,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""JUAN BAUTISTA ALBERDI""",605706,Chascomús,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""JUAN BAUTISTA ALBERDI""",605706,Chascomús,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""25 DE MAYO""",606045,Chascomús,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""25 DE MAYO""",606045,Chascomús,Estatal,Nivel Primario,Modalidad Especial
EXTENSIÓN DEL CONSERVATORIO DE MÚSICA  DE CHASCOMÚS,605699,Castelli,Estatal,Ciclo Medio,Modalidad Artística
EXTENSIÓN DEL CONSERVATORIO DE MÚSICA  DE CHASCOMÚS,605699,Castelli,Estatal,Ciclo de Iniciación,Modalidad Artística
CENTRO DE ADULTOS Nº701,603260,Lezama,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""GRAL. MARIANO NECOCHEA""",603268,Lezama,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""GRAL. MARIANO NECOCHEA""",603268,Lezama,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""GRAL. MARIANO NECOCHEA""",603268,Lezama,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""GRAL. MARIANO NECOCHEA""",603268,Lezama,Estatal,"Residencia Laboral,Pasantias, Artística",Modalidad Especial
INSTITUTO SUPERIOR DE FORMACION DOCENTE Y TÉCNICA Nº215,623264,Lezama,Estatal,Nivel Superior (**),Educación Común
"JARDÍN DE INFANTES Nº901 ""JOSÉ MANUEL ESTRADA""",603263,Lezama,Estatal,Nivel Inicial,Educación Común
ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,603266,Lezama,Estatal,Nivel Secundario,Educación Común
ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,603266,Lezama,Estatal,Nivel Secundario,Educación Común
"ESCUELA DE EDUCACIÓN ARTÍSTICA Nº3 ""JOSÉ ANTONIO SPERANZA""",615042,Chivilcoy,Estatal,Cursos y Talleres,Modalidad Artística
"CONSERVATORIO DE MUSICA ""ALBERTO WILLIAMS""",601116,Chivilcoy,Estatal,Cursos y Talleres,Modalidad Artística
"CONSERVATORIO DE MUSICA ""ALBERTO WILLIAMS""",601116,Chivilcoy,Estatal,Nivel Superior (**),Modalidad Artística
"CONSERVATORIO DE MUSICA ""ALBERTO WILLIAMS""",601116,Chivilcoy,Estatal,Ciclo de Iniciación,Modalidad Artística
"CONSERVATORIO DE MUSICA ""ALBERTO WILLIAMS""",601116,Chivilcoy,Estatal,Ciclo Medio,Modalidad Artística
ESCUELA DE ARTES VISUALES,609608,Chivilcoy,Estatal,Cursos y Talleres,Modalidad Artística
ESCUELA DE ARTES VISUALES,609608,Chivilcoy,Estatal,Nivel Superior (**),Modalidad Artística
CENTRO DE ADULTOS Nº702/01,611538,Chivilcoy,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703/01,611538,Chivilcoy,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704/01,611538,Chivilcoy,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº705,603453,Chivilcoy,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""ANTARTIDA ARGENTINA""",611538,Chivilcoy,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703/02,607782,Dolores,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704/02,607782,Dolores,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""JOSÉ F. BOGADO""",602013,Dolores,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº702 ""PAULA ALBARRACIN""",607782,Dolores,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""MANUELA B. DE URDAMUIDELUZ""",607781,Dolores,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""MANUELA B. DE URDAMUIDELUZ""",607781,Dolores,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""MANUELA B. DE URDAMUIDELUZ""",607781,Dolores,Estatal,Nivel Primario,Modalidad Especial
INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº26,607780,Dolores,Estatal,Nivel Superior (**),Educación Común
"INSTITUTO SUPERIOR DE FORMACION DOC. Nº168 ""DR. VICTORIANO""",607779,Dolores,Estatal,Nivel Superior (**),Educación Común
EXTENSION A INSTITUTO SUPERIOR Nº26 (DOLORES),607780,Castelli,Estatal,Nivel Superior (**),Educación Común
INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA N°26 - ANEXO,607780,Dolores,Estatal,Nivel Superior (**),Educación Común
CENTRO DE ADULTOS Nº705/01,609164,Esteban Echeverría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº707/01,609164,Esteban Echeverría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº708/02,602617,Esteban Echeverría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº709/02,602617,Esteban Echeverría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº710/02,602617,Esteban Echeverría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº711/03,608920,Esteban Echeverría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº712/04,604934,Esteban Echeverría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº713/03,608920,Esteban Echeverría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº714/04,604934,Esteban Echeverría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº715/04,604934,Esteban Echeverría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""ESTANISLAO DEL CAMPO""",609164,Esteban Echeverría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº702,602617,Esteban Echeverría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº703,608920,Esteban Echeverría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº706/01,609164,Esteban Echeverría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº704,604934,Esteban Echeverría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""HIJOS DE LA TIERRA""",606873,Esteban Echeverría,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""HIJOS DE LA TIERRA""",606873,Esteban Echeverría,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""HIJOS DE LA TIERRA""",606873,Esteban Echeverría,Estatal,Nivel Inicial,Modalidad Especial
CENTRO DE ADULTOS Nº704,613688,Ezeiza,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº705,613688,Ezeiza,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº706/02,606740,Ezeiza,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº707,613688,Ezeiza,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº701,613688,Ezeiza,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº702,606740,Ezeiza,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº703,608431,Ezeiza,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA ESPECIAL Nº501,602622,Ezeiza,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº501,602622,Ezeiza,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA ESPECIAL Nº501,602622,Ezeiza,Estatal,Nivel Primario,Modalidad Especial
ESCUELA ESPECIAL Nº502,602623,Ezeiza,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº502,602623,Ezeiza,Estatal,Nivel Primario,Modalidad Especial
ESCUELA ESPECIAL Nº502,602623,Ezeiza,Estatal,Nivel Inicial,Modalidad Especial
CENTRO DE ADULTOS Nº705,614291,Presidente Perón,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"JARDÍN DE INFANTES Nº906 ""FLORENCIO MOLINA CAMPOS""",608693,Presidente Perón,Estatal,Nivel Inicial,Educación Común
"ESCUELA DE EDUCACIÓN PRIMARIA Nº4 ""JOSÉ HERNANDEZ""",602737,Presidente Perón,Estatal,Nivel Primario,Educación Común
"ESCUELA DE EDUCACIÓN PRIMARIA Nº12""CARLOS SICILIANO""",608692,Presidente Perón,Estatal,Nivel Primario,Educación Común
CENTRO DE ADULTOS Nº704/01,609576,Presidente Perón,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703/01,609576,Presidente Perón,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº701,609576,Presidente Perón,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"CENTRO DE EDUCACION DE ADULTOS Nº701 ""JOSÉ FELICIANO CRUZ""",601606,Exaltación de la Cruz,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703,614351,Exaltación de la Cruz,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""DR. OSCAR SANCHEZ SAMBUCETTI""",604145,Exaltación de la Cruz,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""DR. OSCAR SANCHEZ SAMBUCETTI""",604145,Exaltación de la Cruz,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""DR. OSCAR SANCHEZ SAMBUCETTI""",604145,Exaltación de la Cruz,Estatal,Nivel Primario,Modalidad Especial
"JARDÍN DE INFANTES Nº901 ""ALMIRANTE JULIAN IRIZAR""",601605,Exaltación de la Cruz,Estatal,Nivel Inicial,Educación Común
"JARDÍN DE INFANTES Nº902 ""AMADEO FLORENTINO GOÑI""",607294,Exaltación de la Cruz,Estatal,Nivel Inicial,Educación Común
CENTRO DE ADULTOS Nº702,603202,General Alvarado,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"CENTRO DE ADULTOS Nº703 ""DR. EMILIO GALLINA""",609292,General Alvarado,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704,621711,General Alvarado,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº705/01,609292,General Alvarado,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº708/01,609292,General Alvarado,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº701,609292,General Alvarado,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""SOLIDARIDAD""",610256,General Alvarado,Estatal,Formación Profesional,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""SOLIDARIDAD""",610256,General Alvarado,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""SOLIDARIDAD""",610256,General Alvarado,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""SOLIDARIDAD""",610256,General Alvarado,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""BALBINA J. OTAMENDI""",609290,General Alvarado,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""BALBINA J. OTAMENDI""",609290,General Alvarado,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""BALBINA J. OTAMENDI""",609290,General Alvarado,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""BALBINA J. OTAMENDI""",609290,General Alvarado,Estatal,Formación Profesional,Modalidad Especial
"CENTRO DE ADULTOS Nº701 ""MARIANO MORENO""",603367,General Alvear,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA ESPECIAL Nº501,603425,General Alvear,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA ESPECIAL Nº501,603425,General Alvear,Estatal,Formación Profesional,Modalidad Especial
ESCUELA ESPECIAL Nº501,603425,General Alvear,Estatal,Nivel Primario,Modalidad Especial
ESCUELA ESPECIAL Nº501,603425,General Alvear,Estatal,Formación Integral,Modalidad Especial
CENTRO DE EDUCACION FÍSICA Nº36,616326,General Alvear,Estatal,Educación Física (C.E.F.),Educación Física
INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº76,609534,General Alvear,Estatal,Nivel Superior (**),Educación Común
JARDÍN DE INFANTES Nº901,603319,General Alvear,Estatal,Nivel Inicial,Educación Común
EXTENSIÓN I DEL INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA Nº76,609534,General Alvear,Estatal,Nivel Superior (**),Educación Común
CENTRO DE ADULTOS Nº701,604437,General Arenales,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº702,604438,General Arenales,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""ROSARIO VERA PEÑALOZA""",612545,General Arenales,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""ROSARIO VERA PEÑALOZA""",612545,General Arenales,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""ROSARIO VERA PEÑALOZA""",612545,General Arenales,Estatal,Nivel Inicial,Modalidad Especial
ANEXO ESCUELA ESPECIAL Nº501,612545,General Arenales,Estatal,Nivel Primario,Modalidad Especial
ANEXO ESCUELA ESPECIAL Nº501,612545,General Arenales,Estatal,Formación Integral,Modalidad Especial
ANEXO ESCUELA ESPECIAL Nº501,612545,General Arenales,Estatal,Nivel Inicial,Modalidad Especial
CENTRO DE EDUCACION FISICA N. 57,616327,General Arenales,Estatal,Educación Física (C.E.F.),Educación Física
"JARDÍN DE INFANTES Nº901 ""CONSTANCIO C. VIGIL""",611821,General Arenales,Estatal,Nivel Inicial,Educación Común
